student_id,UG_institute_tier,UG_branch,UG_percentage,Year_of_passing,GATE_paper,GATE_score,GATE_rank,Category,Work_exp_years,program_id,university_name,dept_specialization,previous_cutoff_gen,previous_cutoff_obc,previous_cutoff_sc,previous_cutoff_st,min_UG_required,university_tier,location_state,difference_from_cutoff,admitted_flag
S0110,Tier-II,CE,63.96,2022,CE,26.24,825,General,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-4.75,0
S0110,Tier-II,CE,63.96,2022,CE,26.24,825,General,0,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,0.87,0
S0110,Tier-II,CE,63.96,2022,CE,26.24,825,General,0,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,-2.46,0
S0110,Tier-II,CE,63.96,2022,CE,26.24,825,General,0,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,3.86,1
S0110,Tier-II,CE,63.96,2022,CE,26.24,825,General,0,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,3.97,1
S0110,Tier-II,CE,63.96,2022,CE,26.24,825,General,0,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,-0.15,1
S0111,Tier-III,CSE,83.15,2022,CSE,27.2,777,SC,0,P009,State_Delhi,ME,27.46,25.46,23.46,22.46,65,State,Tamil Nadu,3.74,1
S0111,Tier-III,CSE,83.15,2022,CSE,27.2,777,SC,0,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,4.61,1
S0111,Tier-III,CSE,83.15,2022,CSE,27.2,777,SC,0,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,1.68,1
S0111,Tier-III,CSE,83.15,2022,CSE,27.2,777,SC,0,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,-1.55,0
S0111,Tier-III,CSE,83.15,2022,CSE,27.2,777,SC,0,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,2.11,1
S0112,Tier-III,CE,68.48,2023,CE,25.89,896,OBC,1,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,5.51,1
S0112,Tier-III,CE,68.48,2023,CE,25.89,896,OBC,1,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,3.75,1
S0112,Tier-III,CE,68.48,2023,CE,25.89,896,OBC,1,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,-1.94,0
S0112,Tier-III,CE,68.48,2023,CE,25.89,896,OBC,1,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,-1.63,0
S0112,Tier-III,CE,68.48,2023,CE,25.89,896,OBC,1,P009,State_Delhi,ME,27.46,25.46,23.46,22.46,65,State,Tamil Nadu,0.43,1
S0112,Tier-III,CE,68.48,2023,CE,25.89,896,OBC,1,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,2.52,1
S0113,Tier-I,EE,87.54,2021,EE,30.36,653,General,1,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,3.47,1
S0113,Tier-I,EE,87.54,2021,EE,30.36,653,General,1,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,3.97,1
S0113,Tier-I,EE,87.54,2021,EE,30.36,653,General,1,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,1.24,1
S0113,Tier-I,EE,87.54,2021,EE,30.36,653,General,1,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,9.66,1
S0113,Tier-I,EE,87.54,2021,EE,30.36,653,General,1,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,4.99,1
S0114,Tier-III,EE,79.94,2022,EE,23.86,906,SC,1,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,-0.84,0
S0114,Tier-III,EE,79.94,2022,EE,23.86,906,SC,1,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-3.13,0
S0114,Tier-III,EE,79.94,2022,EE,23.86,906,SC,1,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,0.97,0
S0115,Tier-II,CE,71.37,2021,CE,31.81,571,General,2,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,4.92,1
S0115,Tier-II,CE,71.37,2021,CE,31.81,571,General,2,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,0.82,1
S0115,Tier-II,CE,71.37,2021,CE,31.81,571,General,2,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-3.04,0
S0115,Tier-II,CE,71.37,2021,CE,31.81,571,General,2,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,9.54,1
S0116,Tier-II,ECE,72.92,2023,ECE,27.77,743,General,2,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,-2.06,0
S0116,Tier-II,ECE,72.92,2023,ECE,27.77,743,General,2,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,-0.8,0
S0116,Tier-II,ECE,72.92,2023,ECE,27.77,743,General,2,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,-1.35,0
S0117,Tier-II,CSE,79.34,2021,CSE,28.06,731,General,2,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,-1.03,0
S0117,Tier-II,CSE,79.34,2021,CSE,28.06,731,General,2,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,-0.51,1
S0117,Tier-II,CSE,79.34,2021,CSE,28.06,731,General,2,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,5.79,1
S0117,Tier-II,CSE,79.34,2021,CSE,28.06,731,General,2,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,5.68,1
S0117,Tier-II,CSE,79.34,2021,CSE,28.06,731,General,2,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,1.47,1
S0118,Tier-II,EE,80.84,2023,EE,28.27,703,OBC,2,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,3.88,1
S0118,Tier-II,EE,80.84,2023,EE,28.27,703,OBC,2,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,1.57,1
S0118,Tier-II,EE,80.84,2023,EE,28.27,703,OBC,2,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,3.68,0
S0119,Tier-II,EE,75.17,2022,EE,25.22,853,EWS,1,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,-7.53,0
S0119,Tier-II,EE,75.17,2022,EE,25.22,853,EWS,1,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,2.95,1
S0119,Tier-II,EE,75.17,2022,EE,25.22,853,EWS,1,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,-4.61,0
S0119,Tier-II,EE,75.17,2022,EE,25.22,853,EWS,1,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,-0.15,1
S0119,Tier-II,EE,75.17,2022,EE,25.22,853,EWS,1,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,-1.67,0
S0119,Tier-II,EE,75.17,2022,EE,25.22,853,EWS,1,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,1.08,1
S0120,Tier-II,ME,90.92,2022,ME,24.16,893,General,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,-4.41,0
S0120,Tier-II,ME,90.92,2022,ME,24.16,893,General,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-6.83,0
S0120,Tier-II,ME,90.92,2022,ME,24.16,893,General,0,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,-1.21,0
S0120,Tier-II,ME,90.92,2022,ME,24.16,893,General,0,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,-4.96,0
S0121,Tier-I,ECE,77.33,2022,ECE,32.88,482,General,0,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,12.18,1
S0121,Tier-I,ECE,77.33,2022,ECE,32.88,482,General,0,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,10.5,1
S0121,Tier-I,ECE,77.33,2022,ECE,32.88,482,General,0,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,4.18,1
S0121,Tier-I,ECE,77.33,2022,ECE,32.88,482,General,0,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,3.05,1
S0121,Tier-I,ECE,77.33,2022,ECE,32.88,482,General,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,1.89,1
S0121,Tier-I,ECE,77.33,2022,ECE,32.88,482,General,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,4.31,1
S0122,Tier-I,ME,72.08,2022,ME,25.54,857,OBC,1,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-3.45,0
S0122,Tier-I,ME,72.08,2022,ME,25.54,857,OBC,1,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,0.65,1
S0122,Tier-I,ME,72.08,2022,ME,25.54,857,OBC,1,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,2.17,1
S0122,Tier-I,ME,72.08,2022,ME,25.54,857,OBC,1,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,5.16,1
S0122,Tier-I,ME,72.08,2022,ME,25.54,857,OBC,1,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,5.27,1
S0123,Tier-III,ECE,65.26,2022,ECE,25.37,880,General,0,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,-4.46,0
S0123,Tier-III,ECE,65.26,2022,ECE,25.37,880,General,0,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,0.0,0
S0123,Tier-III,ECE,65.26,2022,ECE,25.37,880,General,0,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,-3.72,0
S0123,Tier-III,ECE,65.26,2022,ECE,25.37,880,General,0,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,-3.33,0
S0124,Tier-II,CE,73.21,2021,CE,21.31,1133,General,0,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,-1.07,0
S0124,Tier-II,CE,73.21,2021,CE,21.31,1133,General,0,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,-9.47,0
S0124,Tier-II,CE,73.21,2021,CE,21.31,1133,General,0,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,-8.21,0
S0124,Tier-II,CE,73.21,2021,CE,21.31,1133,General,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,-7.26,0
S0124,Tier-II,CE,73.21,2021,CE,21.31,1133,General,0,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,-7.39,0
S0124,Tier-II,CE,73.21,2021,CE,21.31,1133,General,0,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,0.61,0
S0125,Tier-II,ECE,66.52,2023,ECE,29.81,692,SC,2,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,4.72,1
S0125,Tier-II,ECE,66.52,2023,ECE,29.81,692,SC,2,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-1.04,1
S0125,Tier-II,ECE,66.52,2023,ECE,29.81,692,SC,2,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,7.22,1
S0125,Tier-II,ECE,66.52,2023,ECE,29.81,692,SC,2,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,11.54,1
S0126,Tier-I,CSE,68.91,2023,CSE,31.4,542,General,2,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,0.41,1
S0126,Tier-I,CSE,68.91,2023,CSE,31.4,542,General,2,P009,State_Delhi,ME,27.46,25.46,23.46,22.46,65,State,Tamil Nadu,3.94,1
S0126,Tier-I,CSE,68.91,2023,CSE,31.4,542,General,2,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,5.01,1
S0126,Tier-I,CSE,68.91,2023,CSE,31.4,542,General,2,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,6.03,1
S0126,Tier-I,CSE,68.91,2023,CSE,31.4,542,General,2,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,2.7,1
S0127,Tier-II,ECE,70.08,2021,ECE,37.16,297,General,2,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,8.59,1
S0127,Tier-II,ECE,70.08,2021,ECE,37.16,297,General,2,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,7.33,1
S0127,Tier-II,ECE,70.08,2021,ECE,37.16,297,General,2,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,6.17,1
S0127,Tier-II,ECE,70.08,2021,ECE,37.16,297,General,2,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,14.78,1
S0127,Tier-II,ECE,70.08,2021,ECE,37.16,297,General,2,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,8.07,1
S0128,Tier-I,CSE,78.85,2022,CSE,33.19,444,General,0,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,4.1,1
S0128,Tier-I,CSE,78.85,2022,CSE,33.19,444,General,0,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-1.66,0
S0128,Tier-I,CSE,78.85,2022,CSE,33.19,444,General,0,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,2.41,1
S0128,Tier-I,CSE,78.85,2022,CSE,33.19,444,General,0,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,0.44,1
S0129,Tier-I,CE,77.56,2022,CE,26.59,834,General,0,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,-4.19,0
S0129,Tier-I,CE,77.56,2022,CE,26.59,834,General,0,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,1.22,0
S0129,Tier-I,CE,77.56,2022,CE,26.59,834,General,0,P009,State_Delhi,ME,27.46,25.46,23.46,22.46,65,State,Tamil Nadu,-0.87,0
S0130,Tier-I,ME,80.04,2023,ME,27.93,713,OBC,0,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,4.56,1
S0130,Tier-I,ME,80.04,2023,ME,27.93,713,OBC,0,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,1.23,1
S0130,Tier-I,ME,80.04,2023,ME,27.93,713,OBC,0,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,-2.82,0
S0130,Tier-I,ME,80.04,2023,ME,27.93,713,OBC,0,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,9.23,1
S0131,Tier-III,ME,67.72,2022,ME,34.77,446,SC,1,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,9.65,1
S0131,Tier-III,ME,67.72,2022,ME,34.77,446,SC,1,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,18.07,1
S0131,Tier-III,ME,67.72,2022,ME,34.77,446,SC,1,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,12.18,1
S0131,Tier-III,ME,67.72,2022,ME,34.77,446,SC,1,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,14.63,1
S0131,Tier-III,ME,67.72,2022,ME,34.77,446,SC,1,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,10.2,1
S0132,Tier-III,ME,79.55,2022,ME,34.16,423,OBC,0,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,5.17,1
S0132,Tier-III,ME,79.55,2022,ME,34.16,423,OBC,0,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,5.38,1
S0132,Tier-III,ME,79.55,2022,ME,34.16,423,OBC,0,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,7.07,1
S0132,Tier-III,ME,79.55,2022,ME,34.16,423,OBC,0,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,9.27,1
S0132,Tier-III,ME,79.55,2022,ME,34.16,423,OBC,0,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,7.46,1
S0132,Tier-III,ME,79.55,2022,ME,34.16,423,OBC,0,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,9.57,1
S0133,Tier-II,CSE,63.29,2021,CSE,23.49,925,OBC,1,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,-0.9,1
S0133,Tier-II,CSE,63.29,2021,CSE,23.49,925,OBC,1,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-9.36,0
S0133,Tier-II,CSE,63.29,2021,CSE,23.49,925,OBC,1,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,-3.21,0
S0133,Tier-II,CSE,63.29,2021,CSE,23.49,925,OBC,1,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,0.12,0
S0133,Tier-II,CSE,63.29,2021,CSE,23.49,925,OBC,1,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,3.11,1
S0133,Tier-II,CSE,63.29,2021,CSE,23.49,925,OBC,1,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,3.22,1
S0134,Tier-II,ECE,80.05,2021,ECE,37.56,226,General,0,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,13.42,1
S0134,Tier-II,ECE,80.05,2021,ECE,37.56,226,General,0,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,8.86,1
S0134,Tier-II,ECE,80.05,2021,ECE,37.56,226,General,0,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,15.29,1
S0134,Tier-II,ECE,80.05,2021,ECE,37.56,226,General,0,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,15.18,1
S0134,Tier-II,ECE,80.05,2021,ECE,37.56,226,General,0,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,8.04,1
S0135,Tier-I,ME,78.03,2022,ME,28.23,740,OBC,2,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,3.64,1
S0135,Tier-I,ME,78.03,2022,ME,28.23,740,OBC,2,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,3.34,1
S0135,Tier-I,ME,78.03,2022,ME,28.23,740,OBC,2,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,0.71,1
S0135,Tier-I,ME,78.03,2022,ME,28.23,740,OBC,2,P009,State_Delhi,ME,27.46,25.46,23.46,22.46,65,State,Tamil Nadu,2.77,1
S0135,Tier-I,ME,78.03,2022,ME,28.23,740,OBC,2,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,4.86,1
S0136,Tier-II,ECE,76.12,2022,ECE,20.0,1099,OBC,2,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,-6.7,0
S0136,Tier-II,ECE,76.12,2022,ECE,20.0,1099,OBC,2,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,-7.52,0
S0136,Tier-II,ECE,76.12,2022,ECE,20.0,1099,OBC,2,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,-8.78,0
S0136,Tier-II,ECE,76.12,2022,ECE,20.0,1099,OBC,2,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,-7.12,0
S0137,Tier-I,ECE,78.72,2022,ECE,30.57,632,SC,0,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,6.0,1
S0137,Tier-I,ECE,78.72,2022,ECE,30.57,632,SC,0,P014,IIIT_Delhi,CE,28.7,26.7,24.7,23.7,65,IIIT,Telangana,5.87,1
S0137,Tier-I,ECE,78.72,2022,ECE,30.57,632,SC,0,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,7.98,1
S0137,Tier-I,ECE,78.72,2022,ECE,30.57,632,SC,0,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,5.48,1
S0137,Tier-I,ECE,78.72,2022,ECE,30.57,632,SC,0,P011,IIT_Trichy,EE,34.85,32.85,30.85,29.85,55,IIT,Tamil Nadu,-0.28,0
S0137,Tier-I,ECE,78.72,2022,ECE,30.57,632,SC,0,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,7.68,1
S0138,Tier-II,CE,80.02,2021,CE,30.47,609,OBC,1,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,6.08,1
S0138,Tier-II,CE,80.02,2021,CE,30.47,609,OBC,1,P006,NIT_Bombay,ECE,29.09,27.09,25.09,24.09,60,NIT,Gujarat,3.38,1
S0138,Tier-II,CE,80.02,2021,CE,30.47,609,OBC,1,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,11.77,1
S0138,Tier-II,CE,80.02,2021,CE,30.47,609,OBC,1,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,10.09,1
S0138,Tier-II,CE,80.02,2021,CE,30.47,609,OBC,1,P015,State_Kanpur,ME,26.89,24.89,22.89,21.89,60,State,Gujarat,5.58,1
S0139,Tier-III,CSE,73.03,2021,CSE,26.48,800,General,1,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,-2.64,0
S0139,Tier-III,CSE,73.03,2021,CSE,26.48,800,General,1,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,5.78,1
S0139,Tier-III,CSE,73.03,2021,CSE,26.48,800,General,1,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,-6.27,0
S0139,Tier-III,CSE,73.03,2021,CSE,26.48,800,General,1,P003,NIT_Bombay,CSE,30.99,28.99,26.99,25.99,55,NIT,Delhi,-4.51,0
S0139,Tier-III,CSE,73.03,2021,CSE,26.48,800,General,1,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,2.34,1
S0139,Tier-III,CSE,73.03,2021,CSE,26.48,800,General,1,P009,State_Delhi,ME,27.46,25.46,23.46,22.46,65,State,Tamil Nadu,-0.98,0
S0140,Tier-II,CE,57.13,2022,CE,26.66,769,General,2,P008,NIT_Hyderabad,EE,26.59,24.59,22.59,21.59,55,NIT,Karnataka,0.07,0
S0140,Tier-II,CE,57.13,2022,CE,26.66,769,General,2,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,0.27,0
S0140,Tier-II,CE,57.13,2022,CE,26.66,769,General,2,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,4.39,1
S0140,Tier-II,CE,57.13,2022,CE,26.66,769,General,2,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,-4.12,0
S0140,Tier-II,CE,57.13,2022,CE,26.66,769,General,2,P017,State_Hyderabad,ME,22.38,20.38,18.38,17.38,55,State,Karnataka,4.28,1
S0140,Tier-II,CE,57.13,2022,CE,26.66,769,General,2,P005,IIIT_Chennai,ECE,28.7,26.7,24.7,23.7,65,IIIT,West Bengal,-2.04,1
S0141,Tier-II,ME,85.08,2022,ME,28.34,736,OBC,2,P020,NIT_Warangal,CE,28.57,26.57,24.57,23.57,65,NIT,Gujarat,1.77,1
S0141,Tier-II,ME,85.08,2022,ME,28.34,736,OBC,2,P016,Private_Trichy,EE,20.7,18.7,16.7,15.7,55,Private,Maharashtra,9.64,1
S0141,Tier-II,ME,85.08,2022,ME,28.34,736,OBC,2,P010,NIT_Hyderabad,CE,29.12,27.12,25.12,24.12,65,NIT,Delhi,1.22,1
S0141,Tier-II,ME,85.08,2022,ME,28.34,736,OBC,2,P001,IIIT_Bombay,EE,32.75,30.75,28.75,27.75,55,IIIT,Delhi,-2.41,0
S0141,Tier-II,ME,85.08,2022,ME,28.34,736,OBC,2,P004,IIIT_Bombay,CE,29.52,27.52,25.52,24.52,65,IIIT,Delhi,0.82,1
S0141,Tier-II,ME,85.08,2022,ME,28.34,736,OBC,2,P007,NIT_Trichy,EE,26.39,24.39,22.39,21.39,55,NIT,Tamil Nadu,3.95,1
S0142,Tier-II,CE,80.48,2021,CE,34.71,410,SC,1,P009,State_Delhi,ME,27.46,25.46,23.46,22.46,65,State,Tamil Nadu,11.25,1
S0142,Tier-II,CE,80.48,2021,CE,34.71,410,SC,1,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,16.44,1
S0142,Tier-II,CE,80.48,2021,CE,34.71,410,SC,1,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,14.57,1
S0142,Tier-II,CE,80.48,2021,CE,34.71,410,SC,1,P019,State_Pune,ECE,25.37,23.37,21.37,20.37,55,State,Karnataka,13.34,1
S0143,Tier-II,CSE,86.38,2021,CSE,26.05,810,General,0,P013,State_Kanpur,EE,24.14,22.14,20.14,19.14,55,State,Uttar Pradesh,1.91,1
S0143,Tier-II,CSE,86.38,2021,CSE,26.05,810,General,0,P002,IIT_Delhi,CE,30.78,28.78,26.78,25.78,65,IIT,Tamil Nadu,-4.73,0
S0143,Tier-II,CSE,86.38,2021,CSE,26.05,810,General,0,P018,NIT_Hyderabad,ECE,29.83,27.83,25.83,24.83,60,NIT,West Bengal,-3.78,0
S0144,Tier-III,EE,72.21,2023,EE,31.43,565,General,0,P012,State_Chennai,EE,22.27,20.27,18.27,17.27,65,State,West Bengal,9.16,1
